1.182797652017720651e+02,4.342437180752554013e+02,3.641936056299276174e+02,6.935570742234438057e+01,5.650944763506904565e+02,4.327214626437407787e+02,2.089013270807824085e+01,3.423417692863426964e+01,1.640302824479030308e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.242624343455967839e+00,1.645057229212335548e+00,1.218000213341560922e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.525791167497206047e+01,0.000000000000000000e+00,8.067683856004491671e-01,7.820501179803585501e+01,6.207929374244434939e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.705225921513721232e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.092947583429113934e+01,1.334823109152499931e+01,0.000000000000000000e+00,7.548442567396783431e+01,1.949500106289289079e+02,2.596536729139109667e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.308716673679184517e+01,0.000000000000000000e+00,6.233201993759140080e+00
0.000000000000000000e+00,4.026085127339549530e+01,5.823622735594652511e+01,1.930513112122142871e+01,9.369317585640162349e+01,2.632547336982283426e+01,0.000000000000000000e+00,5.667488790518889097e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.393529757310639106e+00,4.178799895390431374e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.774002504352076848e+00,1.086281767923686203e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.828394544613964889e+00
0.000000000000000000e+00,7.074357078862741233e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.867944686637541452e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.754996708335156796e+01,2.393739992610969480e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.475906982082962227e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.618275761377131250e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,8.809253576424050936e-01,9.257941798367095743e+00,0.000000000000000000e+00,2.494867950045663640e+00,8.843112353960490779e+00,6.257443237003285086e-01,9.006934171205065454e+00,4.517953794837576531e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.750937480354711973e+00
1.761930240402191572e+01,5.370526219999167239e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.439641114675278999e+01,6.611086851519957008e+01,0.000000000000000000e+00,1.104625912592035597e+01,5.128321897320009981e+01,0.000000000000000000e+00,1.243118903610547790e+02,3.069025742203388063e+02,5.177041633064686721e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.895582278776338114e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.322818007550103481e+00,7.918561521563775685e+00,2.516147599933904644e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.326442858493271260e+00,0.000000000000000000e+00,1.389839151290726704e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.361402098562132235e+00,1.162491294043933578e+02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.470448569113504078e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.487945644879601126e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.689152008663225013e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.244636971162225825e+00,0.000000000000000000e+00,3.341319123649147738e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.515903254103084352e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.578374436385647783e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.796758738754954621e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.635077529349850067e+00,0.000000000000000000e+00,1.145619155564180858e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.335794068854768035e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.018672101150728260e+00,1.023247648840920343e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.361351117731236293e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.333505436347718565e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.917698216326375160e+00,0.000000000000000000e+00,7.696054036272328425e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.681253448440158138e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.208022360214011570e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.313788276921896170e+01,1.226227876830589025e+01,1.317076108059613393e+00
